question_id,mu,sigma,se_before,se_mean,se_std,delta_se,question,answer_1,answer_2,answer_3,answer_4,answer_5,answer_6,answer_7,answer_8,answer_9,answer_10
bb_6957--37/37_265768.txt#0_0,2.0,0.5,2.22e-16,0.496389142,0.030503819,-0.000987103,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,2.0,1.0,2.22e-16,0.493218056,0.058861075,-0.004158189,,,,,,,,,,,
bb_6957--37/37_265768.txt#0_0,2.0,2.0,2.22e-16,0.472240526,0.115830899,-0.025135719,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,0.0,0.5,2.22e-16,1.790607793,0.045383542,-0.029204094,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,0.0,1.0,2.22e-16,1.715609451,0.093856976,-0.104202436,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,0.0,2.0,2.22e-16,1.499087721,0.203088014,-0.320724166,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,0.5,0.5,2.22e-16,1.795415787,0.047020923,-0.0243961,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,0.5,1.0,2.22e-16,1.728007835,0.093543694,-0.091804052,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,0.5,2.0,2.22e-16,1.51138904,0.199184323,-0.308422847,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,1.0,0.5,2.22e-16,1.793011792,0.051005498,-0.026800095,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,1.0,1.0,2.22e-16,1.721757472,0.103216859,-0.098054415,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,1.0,2.0,2.22e-16,1.494653889,0.227567334,-0.325157998,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,2.0,0.5,2.22e-16,1.802095056,0.053769021,-0.017716831,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,2.0,1.0,2.22e-16,1.735788064,0.106872467,-0.084023823,,,,,,,,,,,
bt_1811--193/193_2452704.txt#0_2,2.0,2.0,2.22e-16,1.519820525,0.227974181,-0.299991362,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,0.0,0.5,2.22e-16,1.177317645,0.055035622,-0.014214176,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,0.0,1.0,2.22e-16,1.159716805,0.111214368,-0.031815015,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,0.0,2.0,2.22e-16,1.087837112,0.228224221,-0.103694709,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,0.5,0.5,2.22e-16,1.18353272,0.057102658,-0.007999101,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,0.5,1.0,2.22e-16,1.170346895,0.109220441,-0.021184926,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,0.5,2.0,2.22e-16,1.110782168,0.197328256,-0.080749653,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,1.0,0.5,2.22e-16,1.191820771,0.054097068,0.00028895,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,1.0,1.0,2.22e-16,1.194455567,0.102220101,0.002923746,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,1.0,2.0,2.22e-16,1.163100974,0.19067234,-0.028430847,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,2.0,0.5,2.22e-16,1.196119454,0.047310736,0.004587633,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,2.0,1.0,2.22e-16,1.201128719,0.095401222,0.009596898,,,,,,,,,,,
qg_3088--142/142_2565750.txt#0_1,2.0,2.0,2.22e-16,1.172647882,0.187065453,-0.018883939,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,0.0,0.5,2.22e-16,1.902139003,0.030832482,-0.013807895,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,0.0,1.0,2.22e-16,1.861723107,0.065941193,-0.054223791,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,0.0,2.0,2.22e-16,1.711113054,0.154998495,-0.204833843,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,0.5,0.5,2.22e-16,1.901997857,0.040598166,-0.013949041,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,0.5,1.0,2.22e-16,1.857527158,0.085289756,-0.05841974,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,0.5,2.0,2.22e-16,1.666647234,0.195829828,-0.249299664,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,1.0,0.5,2.22e-16,1.898997014,0.033788543,-0.016949884,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,1.0,1.0,2.22e-16,1.852156909,0.07215996,-0.063789989,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,1.0,2.0,2.22e-16,1.683165685,0.177601057,-0.232781213,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,2.0,0.5,2.22e-16,1.896054248,0.035979054,-0.01989265,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,2.0,1.0,2.22e-16,1.845666121,0.077305241,-0.070280777,,,,,,,,,,,
sfq_80--166/166_2439219.txt#0_0,2.0,2.0,2.22e-16,1.684403507,0.169352418,-0.231543391,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,0.0,0.5,2.22e-16,1.624326193,0.048838588,-0.017857781,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,0.0,1.0,2.22e-16,1.578385583,0.100901514,-0.063798391,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,0.0,2.0,2.22e-16,1.421146231,0.2009171,-0.221037744,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,0.5,0.5,2.22e-16,1.622248645,0.051640028,-0.019935329,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,0.5,1.0,2.22e-16,1.577899493,0.105063833,-0.064284481,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,0.5,2.0,2.22e-16,1.416957773,0.187082082,-0.225226201,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,1.0,0.5,2.22e-16,1.6199259,0.049504474,-0.022258074,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,1.0,1.0,2.22e-16,1.575916206,0.099721521,-0.066267768,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,1.0,2.0,2.22e-16,1.421039307,0.186922323,-0.221144667,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,2.0,0.5,2.22e-16,1.628575729,0.047011112,-0.013608246,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,2.0,1.0,2.22e-16,1.589984289,0.094088082,-0.052199686,,,,,,,,,,,
qb_9469--195/195_527460.txt#0_2,2.0,2.0,2.22e-16,1.454682956,0.178048599,-0.187501018,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,0.0,0.5,2.22e-16,-9.33e-17,1.76e-16,1.29e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,0.0,1.0,2.22e-16,-6.33e-17,1.31e-16,1.59e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,0.0,2.0,2.22e-16,-5.11e-17,1.66e-16,1.71e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,0.5,0.5,2.22e-16,-7.22e-17,1.63e-16,1.5e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,0.5,1.0,2.22e-16,-8.22e-17,1.77e-16,1.4e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,0.5,2.0,2.22e-16,-3.77e-17,1.42e-16,1.84e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,1.0,0.5,2.22e-16,-9.55e-17,1.45e-16,1.27e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,1.0,1.0,2.22e-16,-6.99e-17,1.46e-16,1.52e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,1.0,2.0,2.22e-16,-3.89e-17,1.32e-16,1.83e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,2.0,0.5,2.22e-16,-8.77e-17,1.6e-16,1.34e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,2.0,1.0,2.22e-16,-6.55e-17,1.52e-16,1.57e-16,,,,,,,,,,,
jp_1414--178/178_269111.txt#0_1,2.0,2.0,2.22e-16,-7.11e-17,1.7e-16,1.51e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,0.0,0.5,3.33e-16,-3.11e-17,1.41e-16,4.13e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,0.0,1.0,3.33e-16,-5.55e-18,1.31e-16,4.39e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,0.0,2.0,3.33e-16,-3.77e-17,1.36e-16,4.06e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,0.5,0.5,3.33e-16,-6.88e-17,1.47e-16,3.75e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,0.5,1.0,3.33e-16,-4.11e-17,1.45e-16,4.03e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,0.5,2.0,3.33e-16,-7.77e-18,1.52e-16,4.36e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,1.0,0.5,3.33e-16,-3e-17,1.39e-16,4.14e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,1.0,1.0,3.33e-16,-2e-17,1.44e-16,4.24e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,1.0,2.0,3.33e-16,-2.22e-17,1.29e-16,4.22e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,2.0,0.5,3.33e-16,-5.77e-17,1.47e-16,3.86e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,2.0,1.0,3.33e-16,-3.11e-17,1.3e-16,4.13e-16,,,,,,,,,,,
qb_8182--60/60_558286.txt#0_0,2.0,2.0,3.33e-16,-4e-17,1.46e-16,4.04e-16,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,0.0,0.5,4.44e-16,0.649504178,0.057742501,0.003693244,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,0.0,1.0,4.44e-16,0.654941951,0.10901971,0.009131017,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,0.0,2.0,4.44e-16,0.627336981,0.202230538,-0.018473953,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,0.5,0.5,4.44e-16,0.654202919,0.056400826,0.008391985,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,0.5,1.0,4.44e-16,0.664246697,0.102903418,0.018435763,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,0.5,2.0,4.44e-16,0.644708402,0.183161636,-0.001102532,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,1.0,0.5,4.44e-16,0.652122362,0.051444644,0.006311428,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,1.0,1.0,4.44e-16,0.650006794,0.094346911,0.00419586,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,1.0,2.0,4.44e-16,0.615864869,0.16269641,-0.029946065,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,2.0,0.5,4.44e-16,0.658340809,0.051353914,0.012529875,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,2.0,1.0,4.44e-16,0.67249489,0.098002188,0.026683956,,,,,,,,,,,
qw_5549--67/67_1155062.txt#0_1,2.0,2.0,4.44e-16,0.659027878,0.175361521,0.013216944,,,,,,,,,,,
